POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
2B,30,David Murillo,,New York,MLB,MLB,11/28/2029,25,DOM,6' 2',200 lbs,Left,Right,2.5 Stars,3.0 Stars,49,49,52,46,52,50,44,42,46,38,42,41,51,51,55,48,57,54,46,48,Normal,Pull,Normal,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,89-91,SIDE,Normal,1,11,4,2,3,61,60,40,46,28,38,20,77,51,50,75,172,151,.245,.326,.470,23.1,.338,.796,.291,0.48,24,1.0,5.0,-0.3,-0.8,-1.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,4,Raul Oronia,,Seattle,MLB,MLB,02/26/2027,28,USA,5' 10',200 lbs,Right,Right,2.5 Stars,2.5 Stars,44,45,39,27,34,45,46,47,40,30,35,48,44,43,38,26,34,44,43,9,Normal,Normal,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,90-92,3/4,Normal,1,1,85,86,86,21,19,87,5,22,30,70,13,60,71,86,455,426,.204,.251,.289,31.1,.236,.539,.282,-3.68,25,1.2,-23.0,0.1,-1.7,-1.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,3,Jesse Otero,,Jacksonville,MLB,MLB,04/06/2029,26,USA,6' 5',200 lbs,Right,Right,2.5 Stars,2.5 Stars,47,44,50,52,43,51,48,57,52,59,47,69,43,45,49,50,42,47,41,6,Normal,Pull,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,3/4,Normal,1,1,3,1,1,53,39,69,31,57,44,72,53,51,67,74,30,27,.185,.267,.296,2.3,.251,.563,.263,-0.36,2,-0.0,-0.9,0.0,-0.1,-0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,13,Nate Pinkerton,,Colorado,MLB,MLB,04/17/2023,32,USA,6' 6',200 lbs,Left,Left,2.5 Stars,2.5 Stars,48,51,46,50,47,46,46,42,42,41,39,38,54,50,48,54,50,48,26,6,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,80-83,80-83,SIDE,GB'er,1,6,2,1,4,37,28,75,3,48,34,50,42,18,40,24,74,62,.258,.365,.419,10.4,.316,.784,.311,0.03,8,0.2,-0.5,0.3,0.3,0.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,34,Mario Quintero,,San Antonio,MLB,MLB,06/27/2031,24,DOM,6' 0',195 lbs,Right,Right,2.5 Stars,4.5 Stars,47,50,62,43,81,46,56,52,76,51,100,50,49,46,60,41,70,45,57,3,Normal,Normal,Normal,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,89-91,3/4,Normal,1,1,3,2,1,46,35,27,49,42,40,33,50,33,28,32,81,72,.250,.333,.375,10.0,.313,.708,.395,-0.52,9,-0.1,0.8,0.1,-2.0,-1.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,34,David Rodriguez,,Seattle,MLB,MLB,01/21/2032,23,DOM,6' 4',200 lbs,Right,Right,2.5 Stars,3.5 Stars,38,42,48,77,49,34,45,42,51,100,59,39,41,37,47,68,47,32,18,9,Flyball,Normal,Normal,1,1,1,17,1,1,1,1,17,1,1,1,1,17,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,1,1,1,1,26,20,64,19,49,50,66,18,37,40,35,11,10,.000,.091,.000,0.0,.062,.091,.000,-0.21,0,-0.2,-2.1,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,36,Jesus Rosado,,Los Angeles,MLB,MLB,03/15/2027,28,VEN,6' 0',190 lbs,Left,Right,2.5 Stars,2.5 Stars,49,52,50,42,53,47,43,38,42,28,43,34,57,55,55,45,58,52,46,1,Line Drive,Normal,Spray,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,1,1,2,2,9,9,31,2,59,42,52,22,45,60,74,153,138,.210,.281,.370,14.6,.275,.651,.240,-0.87,13,0.3,-4.5,0.2,0.8,1.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,8,Chris Satorius,,-,-,-,05/14/2025,30,USA,6' 4',205 lbs,Switch,Right,2.5 Stars,2.5 Stars,46,47,74,46,57,46,50,49,80,55,77,49,46,45,73,44,52,45,34,1,Line Drive,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,80-83,80-83,3/4,Normal,1,1,1,3,2,20,14,23,9,54,56,51,64,57,63,73,1,1,.000,.000,.000,0.0,.000,.000,.000,-0.01,0,-0.0,-0.2,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,24,Alexis Tovar,,Chicago,MLB,MLB,04/29/2024,31,DOM,6' 4',200 lbs,Right,Right,2.5 Stars,2.5 Stars,46,44,55,48,46,49,47,53,62,59,55,62,43,44,53,45,43,47,100,64,Line Drive,Normal,Normal,1,1,1,15,1,1,1,1,15,1,1,1,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,80-83,80-83,3/4,Normal,1,1,13,12,9,14,8,20,7,68,55,58,65,65,70,72,536,494,.229,.287,.368,54.9,.285,.656,.267,0.78,51,1.5,-8.7,2.4,1.0,3.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,18,Justin Turner,,Chicago,MLB,MLB,08/18/2030,25,USA,6' 1',200 lbs,Right,Right,2.5 Stars,3.0 Stars,47,51,43,55,52,43,59,52,48,80,76,47,49,45,42,49,48,42,58,1,Line Drive,Normal,Spray,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,88-90,88-90,3/4,Normal,1,1,3,1,4,42,47,80,34,66,43,66,40,25,31,27,47,43,.233,.298,.302,4.2,.269,.600,.321,-0.18,3,0.2,-1.4,0.0,0.1,0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,23,Sal Valdez,,Cleveland,MLB,MLB,07/13/2023,32,DOM,6' 2',200 lbs,Left,Left,2.5 Stars,2.5 Stars,48,44,54,51,26,55,39,40,47,40,22,42,46,51,57,56,27,60,37,1,Normal,Pull,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,3/4,Normal,1,1,1,3,1,19,10,12,4,57,63,53,57,50,62,81,203,190,.242,.286,.416,22.7,.302,.702,.281,0.89,22,0.3,-1.0,-0.6,0.5,-0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,38,Bobby Baldizon,,Cincinnati,MLB,MLB,02/27/2026,29,DOM,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,57,49,46,35,49,68,56,81,51,42,65,100,48,52,45,32,45,59,57,37,Normal,Normal,Pull,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,88-90,90-92,3/4,Normal,1,3,3,4,4,56,52,75,51,37,9,21,69,47,49,72,613,560,.225,.281,.323,52.2,.266,.604,.255,-1.69,49,-1.8,-28.1,-1.1,1.2,0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,59,Armando Barajas,,St. Louis,MLB,MLB,12/31/2021,33,DOM,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,52,45,48,42,45,63,49,65,51,49,53,90,44,50,47,40,43,58,62,47,Normal,Pull,Normal,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,14,3,11,47,30,71,21,6,6,38,57,51,48,41,427,397,.227,.281,.335,36.0,.271,.616,.268,-0.34,36,-0.7,-11.6,-0.6,-0.9,-1.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,12,Estanislau Barbato,,Seattle,MLB,MLB,03/07/2027,28,VEN,6' 1',190 lbs,Right,Right,2.5 Stars,2.5 Stars,47,48,49,47,45,47,56,62,58,69,51,70,46,44,47,43,43,43,57,6,Normal,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,89-91,OTT,Normal,1,2,7,5,7,51,38,76,52,23,27,46,32,51,62,82,438,396,.202,.272,.303,33.1,.253,.575,.267,-2.56,31,-0.0,-16.0,-0.4,0.5,0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,33,David Beltran,,New York,MLB,MLB,05/30/2026,29,VEN,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,49,48,52,42,43,51,50,52,55,45,44,56,48,48,51,41,42,50,51,2,Line Drive,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,3/4,Normal,1,3,2,2,4,73,55,73,49,44,32,46,77,41,49,68,515,467,.203,.272,.306,38.0,.256,.578,.238,-2.62,37,1.0,-21.5,-1.5,1.3,-0.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,20,Noah Bowens,,Indianapolis,MLB,MLB,08/29/2023,32,USA,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,49,46,50,40,49,56,50,62,57,48,51,82,44,47,49,38,48,50,47,2,Normal,Normal,Spray,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,89-91,OTT,Normal,1,8,1,4,1,51,46,67,38,42,33,48,31,20,30,29,249,223,.224,.297,.350,23.3,.282,.647,.260,-0.78,23,0.7,-2.1,0.0,1.4,1.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,21,Mike Britton,,St. Louis,MLB,MLB,09/14/2023,32,USA,6' 0',190 lbs,Right,Right,2.5 Stars,2.5 Stars,40,44,42,49,42,37,49,47,47,72,47,46,42,38,40,45,41,34,71,1,Normal,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,85-87,85-87,3/4,Normal,1,1,77,64,40,15,13,49,29,40,36,41,16,11,1,3,413,385,.221,.269,.374,36.8,.279,.643,.289,-2.07,38,1.5,-8.4,0.0,-0.5,-0.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,19,Rich Buckner,,Memphis,MLB,MLB,04/18/2025,30,USA,5' 11',200 lbs,Right,Right,2.5 Stars,2.5 Stars,45,45,50,48,64,46,49,49,56,61,55,50,44,44,48,45,69,45,60,4,Line Drive,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,2,2,4,32,36,77,28,31,34,51,24,32,40,38,259,220,.195,.313,.305,21.9,.282,.617,.247,-0.84,24,0.2,-1.5,-1.2,0.5,-0.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,32,Dennis Clinton,,Detroit,MLB,MLB,02/09/2029,26,USA,6' 0',195 lbs,Right,Right,2.5 Stars,3.5 Stars,46,44,59,43,45,48,47,51,62,50,46,58,43,44,58,41,44,45,5,8,Line Drive,Pull,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,1,1,3,5,8,10,14,2,76,58,47,81,66,68,73,21,21,.238,.238,.333,1.7,.244,.571,.250,-0.13,1,0.1,-1.0,0.0,0.2,0.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,24,Joe Crawford,,Detroit,MLB,MLB,12/13/2026,28,USA,6' 5',195 lbs,Right,Right,2.5 Stars,2.5 Stars,50,48,49,52,25,54,51,54,51,60,26,59,48,50,48,49,24,53,14,1,Normal,Pull,Spray,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,83-85,83-85,3/4,Normal,1,1,1,4,2,6,6,13,1,68,75,52,66,56,66,79,42,40,.200,.238,.475,4.8,.301,.713,.200,-0.10,4,0.1,-0.1,0.2,-0.2,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,32,Jim Cross,,Kansas City,MLB,MLB,12/19/2031,23,USA,6' 2',200 lbs,Left,Right,2.5 Stars,2.5 Stars,37,44,50,58,53,29,39,31,44,49,57,21,46,39,52,61,52,32,16,8,Flyball,Pull,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,3,5,1,3,65,62,67,52,61,54,61,19,21,4,31,5,5,.200,.200,.200,0.2,.175,.400,.250,-0.09,0,-0.0,-0.5,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,3,Vince Durand,,Kansas City,MLB,MLB,06/11/2025,30,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,45,48,33,43,46,44,51,50,36,50,49,50,46,43,32,41,44,41,22,1,Normal,Normal,Normal,1,4,1,12,1,1,4,1,12,1,1,4,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,86-88,86-88,3/4,Normal,1,5,71,71,61,11,11,68,6,39,39,58,3,1,4,3,169,146,.199,.290,.329,13.7,.263,.619,.235,-1.03,13,0.7,-6.3,0.0,-0.0,-0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,2,Steven Emerson,,Cincinnati,MLB,MLB,03/25/2027,28,USA,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,46,46,51,50,45,48,49,50,56,61,48,52,44,45,50,48,44,47,20,7,Normal,Normal,Normal,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,1,2,2,2,4,49,50,85,48,10,26,61,59,32,50,32,511,469,.220,.276,.377,47.5,.283,.653,.263,-2.60,48,0.4,-16.1,-0.5,1.6,1.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,20,David Estrada,,Chicago,MLB,MLB,03/17/2022,33,USA,6' 2',200 lbs,Right,Left,2.5 Stars,2.5 Stars,50,45,35,45,42,58,48,58,37,50,47,74,44,48,35,43,40,55,36,4,Normal,Pull,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,90-92,90-92,3/4,Normal,3,1,2,2,2,29,32,23,24,42,40,30,6,14,22,40,333,312,.253,.297,.349,31.4,.282,.647,.298,0.31,31,-0.5,-6.3,-1.0,0.6,-0.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,12,Willie Estrada,,Houston,MLB,MLB,01/12/2028,27,USA,6' 4',205 lbs,Right,Right,2.5 Stars,2.5 Stars,61,58,47,27,26,63,65,73,50,32,32,74,56,58,46,25,25,61,58,5,Line Drive,Spray,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,OTT,Normal,1,8,1,4,1,43,29,24,25,65,56,66,43,43,69,76,196,183,.202,.250,.306,13.3,.244,.556,.227,-1.35,12,-0.8,-9.5,-0.3,0.3,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,37,Juan Flores,,Miami,MLB,MLB,05/18/2030,25,DOM,6' 2',200 lbs,Right,Right,2.5 Stars,2.5 Stars,49,47,40,58,38,52,50,56,42,74,36,62,46,47,39,55,39,49,35,6,Flyball,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,5,3,1,2,31,41,42,28,33,39,44,12,11,10,19,4,4,.500,.500,.500,1.0,.438,1.000,.500,0.16,0,0.1,0.4,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,2,Kazuya Fukuda,,San Francisco,MLB,MLB,04/16/2022,33,JPN,6' 2',200 lbs,Left,Left,2.5 Stars,2.5 Stars,51,47,47,38,73,58,40,40,40,27,53,41,49,57,49,41,80,67,50,9,Line Drive,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,3/4,Normal,1,6,2,2,2,35,33,9,8,15,45,9,24,6,18,6,51,47,.340,.392,.447,8.2,.366,.839,.441,-0.00,8,0.3,2.7,0.0,-1.0,-1.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,29,Carlos Garcia,,Jacksonville,MLB,MLB,04/15/2031,24,PAN,6' 2',200 lbs,Switch,Right,2.5 Stars,3.0 Stars,52,52,62,35,38,53,59,67,77,41,41,74,50,49,60,32,37,49,48,11,Normal,Pull,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,88-90,88-90,OTT,Normal,1,12,4,1,2,29,21,35,16,69,41,46,82,71,73,88,24,23,.130,.167,.348,1.5,.218,.514,.118,0.10,1,-0.0,-1.4,0.2,0.5,0.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,10,Carlos Garcia,,Los Angeles,MLB,MLB,09/27/2022,32,DOM,5' 11',200 lbs,Right,Right,2.5 Stars,2.5 Stars,48,46,37,48,55,50,50,58,40,61,62,66,45,45,36,45,52,46,11,2,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,88-90,88-90,3/4,GB'er,1,4,36,49,39,33,26,58,34,32,28,56,39,39,37,74,164,148,.223,.293,.324,14.0,.270,.617,.293,-0.92,13,-0.5,-5.5,0.0,-0.2,-0.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,51,Sandy Garza,,Milwaukee,MLB,MLB,07/31/2022,33,CUB,6' 0',200 lbs,Left,Right,2.5 Stars,2.5 Stars,37,48,70,67,48,20,40,27,50,49,34,12,51,39,80,77,53,23,1,2,Flyball,Normal,Normal,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,84-86,84-86,3/4,Normal,1,1,2,2,4,16,14,34,8,64,61,49,69,58,70,46,8,6,.167,.375,.167,0.6,.280,.542,.250,-0.08,0,-0.0,-0.2,0.0,0.1,0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,32,Danny Gonzalez,,Pittsburgh,MLB,MLB,09/28/2028,26,VEN,6' 2',195 lbs,Right,Right,2.5 Stars,2.5 Stars,50,53,53,46,31,49,62,60,62,62,40,56,50,48,50,42,27,47,51,12,Line Drive,Normal,Pull,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,5,6,8,7,64,57,61,56,42,37,35,42,30,19,27,30,30,.233,.233,.333,2.3,.240,.567,.318,-0.25,1,0.1,-1.5,0.0,0.2,0.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,1,Juan Gonzalez,,Washington,MLB,MLB,11/19/2031,23,DOM,6' 0',185 lbs,Right,Right,2.5 Stars,3.5 Stars,48,51,56,47,44,46,59,56,66,52,49,51,49,46,52,45,43,45,26,3,Line Drive,Normal,Normal,1,1,1,15,1,1,1,1,15,1,1,1,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,1,1,1,4,32,32,49,17,66,67,72,75,64,70,53,49,48,.229,.245,.354,4.1,.257,.599,.294,-0.48,3,0.1,-1.9,-0.1,0.2,0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,41,Pippo Gonzalez,,San Francisco,MLB,MLB,05/08/2031,24,VEN,6' 3',205 lbs,Right,Right,2.5 Stars,4.5 Stars,45,51,61,46,63,40,56,50,71,49,70,47,49,43,58,44,62,38,18,4,Line Drive,Pull,Normal,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,3/4,Normal,1,1,7,5,6,52,54,70,27,32,39,51,22,29,38,62,44,37,.270,.386,.459,6.8,.369,.846,.409,0.02,7,0.6,2.0,0.4,0.4,0.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,27,Juan Herrera,,New York,MLB,MLB,12/06/2031,23,USA,6' 0',190 lbs,Right,Right,2.5 Stars,3.0 Stars,59,54,43,43,39,65,62,74,47,54,42,81,51,56,42,40,37,61,55,7,Normal,Spray,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,83-85,83-85,3/4,Normal,1,1,3,1,1,37,16,31,17,48,41,39,29,10,11,30,6,6,.167,.167,.167,0.0,.146,.333,.333,-0.24,0,-0.1,-0.8,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,31,Edwin Holguin,,San Francisco,MLB,MLB,05/10/2025,30,DOM,6' 5',195 lbs,Right,Right,2.5 Stars,2.5 Stars,50,49,50,50,48,53,53,60,56,62,52,69,48,48,49,47,47,50,22,3,Normal,Normal,Normal,1,2,1,3,2,1,2,1,3,2,1,2,1,3,2,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,OTT,Normal,1,5,1,1,2,19,7,11,7,44,35,53,63,53,66,45,87,81,.259,.299,.383,8.8,.295,.682,.306,0.18,9,-0.1,-0.3,-1.4,0.1,-1.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,6,Jay Keifer,,Jacksonville,MLB,MLB,12/10/2022,32,USA,6' 1',200 lbs,Left,Right,2.5 Stars,2.5 Stars,44,45,39,40,41,44,39,37,34,31,36,35,46,46,40,43,42,47,12,3,Normal,Spray,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,83-85,83-85,3/4,Normal,1,5,58,78,60,12,27,47,4,43,41,45,12,25,23,37,417,388,.214,.257,.394,36.1,.279,.651,.249,-3.33,38,1.8,-3.3,-1.2,0.9,-0.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,5,Ron LaRosa,,Boston,MLB,MLB,08/22/2023,32,USA,6' 2',200 lbs,Right,Right,2.5 Stars,2.5 Stars,38,33,43,54,71,43,35,42,46,70,83,49,31,36,42,50,66,41,21,6,Flyball,Pull,Normal,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,88-90,3/4,Normal,1,3,53,61,66,25,28,52,21,33,23,41,4,5,12,1,211,180,.222,.322,.339,19.2,.288,.661,.289,-0.70,20,0.5,-4.6,0.0,1.0,1.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,20,Victor Longoria,,Miami,MLB,MLB,02/27/2030,25,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,50,46,44,41,51,58,49,59,46,46,61,74,45,49,43,39,48,54,52,2,Normal,Normal,Pull,1,4,1,6,3,1,4,1,6,3,1,4,1,6,3,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,85-87,85-87,3/4,GB'er,1,1,63,62,34,21,18,42,11,20,29,21,8,1,7,5,430,387,.199,.274,.292,29.6,.254,.566,.242,-3.81,30,-0.3,-18.5,0.0,-2.0,-2.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,46,Josh Martin,,San Diego,MLB,MLB,07/15/2023,32,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,45,48,49,46,56,44,51,50,53,53,70,49,47,44,48,44,52,42,27,1,Line Drive,Normal,Spray,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,5,4,1,2,51,38,66,37,6,14,31,59,28,29,55,403,367,.196,.268,.346,33.4,.271,.614,.235,-1.08,34,0.2,-9.9,-2.3,0.2,-2.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,7,Tim Martin,,Cincinnati,MLB,MLB,07/20/2028,27,USA,5' 11',215 lbs,Right,Right,2.5 Stars,2.5 Stars,37,49,44,65,46,19,54,40,47,79,50,24,47,36,43,61,45,17,16,1,Flyball,Normal,Normal,1,12,1,1,15,1,12,1,1,15,1,12,1,1,15,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,1,47,60,48,27,28,40,16,45,52,46,14,21,30,13,453,408,.211,.280,.402,47.7,.295,.682,.308,-0.29,47,0.4,-10.1,-0.6,-1.9,-2.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,2,Carlos Martinez,,Texas,MLB,MLB,04/07/2020,35,VEN,6' 0',205 lbs,Right,Right,2.5 Stars,2.5 Stars,53,46,49,37,52,65,50,68,54,43,58,94,45,50,48,35,50,59,59,1,Normal,Normal,Pull,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,88-90,88-90,3/4,Normal,1,5,5,7,6,41,50,31,28,31,23,8,37,48,49,73,62,58,.276,.323,.379,6.1,.307,.702,.306,0.17,7,0.0,0.0,0.1,-1.0,-0.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
