POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
LF,15,Toby Klouda,,Los Angeles,MLB,MLB,11/14/2022,31,USA,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,43,46,50,48,75,40,52,51,58,69,96,50,44,40,48,44,67,37,50,9,Groundball,Normal,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,87-89,SIDE,Normal,1,9,1,1,4,7,4,26,1,49,61,70,31,9,32,6,221,191,.209,.312,.366,22.3,.294,.679,.269,-0.80,23,0.0,-3.0,-0.2,-0.8,-1.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,12,Xavier Lipscomb,,Chicago,MLB,MLB,09/09/2029,25,USA,6' 3',195 lbs,Right,Right,2.5 Stars,3.0 Stars,51,58,50,40,44,47,70,70,58,50,57,62,55,48,48,37,41,43,71,9,Line Drive,Normal,Normal,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,OTT,Normal,1,2,4,1,1,20,17,40,12,66,39,58,65,56,74,75,20,20,.150,.150,.200,0.8,.150,.350,.250,-0.17,0,-0.2,-2.7,0.5,0.0,0.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,5,Aaron Lloyd,,Jacksonville,MLB,MLB,05/12/2028,26,USA,6' 3',200 lbs,Right,Right,2.5 Stars,2.5 Stars,52,58,49,33,55,48,67,64,53,38,61,58,56,49,48,30,52,45,43,2,Line Drive,Normal,Normal,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,1,2,1,1,15,35,37,13,63,87,73,40,25,27,19,22,22,.227,.227,.273,1.1,.216,.500,.417,-0.57,0,-0.1,-1.4,0.0,0.1,0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,9,Jon Moynahan,,Tampa Bay,MLB,MLB,12/29/2026,27,USA,6' 0',200 lbs,Right,Right,2.5 Stars,3.0 Stars,50,50,48,49,49,52,54,59,51,57,57,63,49,49,47,47,47,49,27,1,Line Drive,Pull,Pull,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,1,3,4,1,57,45,43,28,41,15,53,25,16,8,13,48,41,.195,.312,.293,4.3,.278,.605,.226,-0.17,4,-0.2,-0.9,0.0,-0.1,-0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,40,Ricky Murgilla,,Los Angeles,MLB,MLB,12/07/2029,24,DOM,6' 0',190 lbs,Right,Right,2.5 Stars,3.0 Stars,51,57,48,46,55,47,64,62,52,55,62,58,55,49,47,43,53,45,59,2,Line Drive,Normal,Normal,1,1,1,15,1,1,1,1,15,1,1,1,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,87-89,3/4,Normal,1,5,1,2,1,53,56,52,41,33,31,25,24,14,6,8,6,5,.400,.500,.400,1.1,.408,.900,.500,-0.02,1,0.1,0.5,0.0,-0.1,-0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,10,Pat Neary,,San Antonio,MLB,MLB,02/12/2028,26,USA,6' 3',210 lbs,Right,Right,2.5 Stars,3.0 Stars,39,47,57,58,46,30,51,43,65,67,58,37,46,38,55,56,44,27,44,10,Line Drive,Normal,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,OTT,Normal,1,7,11,5,9,43,40,59,31,19,24,31,44,47,52,73,36,33,.182,.222,.364,2.5,.248,.586,.235,-1.57,2,-0.0,-1.7,0.0,0.1,0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,24,Tim Newton,,Pittsburgh,MLB,MLB,05/06/2029,25,USA,6' 2',200 lbs,Right,Right,2.5 Stars,2.5 Stars,54,43,53,51,25,73,45,59,58,61,29,82,42,52,52,49,24,70,49,9,Normal,Normal,Normal,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,90-92,90-92,3/4,Normal,1,9,10,12,6,64,45,62,55,35,26,42,43,36,48,53,145,139,.209,.241,.266,7.8,.225,.508,.250,-1.20,7,-0.6,-10.0,-0.0,0.6,0.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,4,Raul Oronia,,Seattle,MLB,MLB,02/26/2027,27,USA,5' 10',200 lbs,Right,Right,2.5 Stars,2.5 Stars,43,43,39,25,34,44,45,45,40,27,35,47,43,42,38,24,34,43,42,7,Normal,Normal,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,90-92,3/4,Normal,1,1,85,86,86,22,20,89,5,25,31,72,13,61,71,86,434,408,.191,.230,.248,23.0,.213,.478,.278,-2.76,16,-0.3,-32.1,0.9,-1.3,-0.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,8,Alejandro Orta,,Philadelphia,MLB,MLB,02/25/2018,36,MEX,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,48,57,46,44,55,41,62,53,49,50,60,46,56,46,46,42,53,39,22,2,Line Drive,Normal,Spray,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,87-89,3/4,Normal,1,1,2,4,2,12,8,37,7,45,53,80,25,15,2,34,144,134,.261,.312,.381,16.4,.302,.693,.347,-0.41,16,-0.3,-1.0,0.0,0.1,0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,11,Brian Perna,,Indianapolis,MLB,MLB,08/12/2026,28,USA,6' 0',200 lbs,Right,Right,2.5 Stars,3.0 Stars,39,43,61,45,58,36,47,42,74,55,69,39,42,38,58,42,56,35,12,3,Normal,Ex. Pull,Spray,1,8,1,10,8,1,8,1,10,8,1,8,1,10,8,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,1,8,3,4,3,25,21,52,15,66,54,66,73,50,69,88,433,394,.183,.252,.335,34.2,.255,.587,.248,-2.20,31,-0.0,-14.8,0.7,1.0,1.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,23,Fernando Pinto,,Seattle,MLB,MLB,03/26/2028,26,MEX,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,57,54,53,40,30,60,59,72,59,45,35,80,52,53,51,38,28,56,56,1,Normal,Pull,Pull,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,80-83,80-83,SIDE,Normal,1,5,9,13,3,49,30,69,30,61,44,64,46,34,29,58,8,7,.429,.500,.714,2.5,.420,1.214,.500,0.04,1,-0.0,0.8,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,23,George Puderbaugh,,Miami,MLB,MLB,05/19/2029,25,USA,6' 1',185 lbs,Right,Right,2.5 Stars,2.5 Stars,52,52,50,38,39,52,64,67,61,50,52,64,49,49,48,34,35,49,34,8,Normal,Pull,Normal,1,1,1,15,1,1,1,1,15,1,1,1,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,88-90,SIDE,Normal,1,6,1,3,4,70,62,68,61,27,34,49,50,9,3,4,34,30,.133,.235,.267,2.1,.227,.502,.160,-0.59,1,0.0,-2.4,0.0,0.3,0.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,27,Danny Puente,,Colorado,MLB,MLB,11/28/2025,28,DOM,6' 0',195 lbs,Switch,Right,2.5 Stars,2.5 Stars,48,45,40,39,46,53,49,59,43,45,49,73,44,46,38,36,44,49,25,5,Normal,Pull,Normal,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,SIDE,Normal,1,8,76,66,55,22,8,50,6,38,36,43,12,8,2,1,255,231,.247,.318,.394,26.7,.311,.712,.279,-0.95,30,0.7,0.4,0.0,-1.5,-1.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,34,David Rodriguez,,Seattle,MLB,MLB,01/21/2032,22,DOM,6' 4',200 lbs,Right,Right,2.5 Stars,3.5 Stars,37,42,47,73,49,33,44,41,50,99,60,38,41,36,46,65,47,30,15,10,Normal,Normal,Normal,1,1,1,17,1,1,1,1,17,1,1,1,1,17,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,1,1,1,1,25,20,64,18,49,50,66,18,36,38,35,1,1,.000,.000,.000,0.0,.000,.000,.000,-0.11,0,-0.0,-0.2,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,15,Adam Schiefer,,Arizona,MLB,MLB,09/17/2025,29,USA,6' 0',195 lbs,Right,Right,2.5 Stars,2.5 Stars,51,48,46,49,44,56,52,62,50,62,48,77,47,49,45,46,43,51,35,1,Normal,Normal,Spray,1,12,1,7,14,1,12,1,7,14,1,12,1,7,14,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,85-87,3/4,Normal,1,1,6,15,16,52,57,62,31,31,32,35,24,20,33,14,266,252,.246,.282,.345,22.8,.268,.627,.299,0.35,22,-0.2,-8.7,0.0,1.4,1.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,14,Beau Sizemore,,San Antonio,MLB,MLB,12/26/2022,31,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,48,43,42,47,46,55,48,55,46,64,61,65,42,46,41,44,43,52,13,3,Normal,Normal,Normal,1,1,1,17,1,1,1,1,17,1,1,1,1,17,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,89-91,3/4,Normal,1,1,1,4,1,54,43,69,47,7,19,37,34,41,41,69,260,229,.245,.327,.376,29.0,.307,.702,.282,2.38,30,1.0,0.4,-1.6,1.1,-0.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,18,Brooks Starcher,,New York,MLB,MLB,08/25/2030,24,USA,6' 2',200 lbs,Right,Right,2.5 Stars,2.5 Stars,47,48,42,42,45,47,54,59,46,53,49,63,46,44,40,39,43,43,27,9,Normal,Pull,Pull,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,3/4,Normal,1,1,67,76,61,21,17,52,4,45,34,46,21,23,40,52,14,13,.231,.286,.462,1.8,.319,.747,.200,-0.19,1,0.1,0.1,0.0,-0.1,-0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,5,Jonathan Valdez,,Milwaukee,MLB,MLB,11/27/2021,32,VEN,5' 11',190 lbs,Right,Right,2.5 Stars,2.5 Stars,48,41,48,45,46,60,43,55,51,52,53,79,40,46,47,44,44,56,63,2,Normal,Spray,Pull,1,3,1,8,1,1,2,1,8,1,1,3,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,7,1,1,2,44,45,71,59,28,31,42,49,48,54,47,181,159,.208,.282,.270,13.0,.250,.552,.246,-1.12,12,-1.1,-8.8,-0.7,-0.0,-0.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,35,Sal Valdez,,San Francisco,MLB,MLB,07/13/2023,31,DOM,6' 2',200 lbs,Left,Left,2.5 Stars,2.5 Stars,48,44,54,50,27,55,39,40,47,40,23,42,45,51,57,55,28,60,37,1,Normal,Pull,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,3/4,Normal,1,1,1,3,1,20,10,12,4,64,63,53,67,52,70,88,85,76,.276,.341,.395,11.3,.321,.736,.328,0.34,10,0.4,1.2,1.2,-0.1,1.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,38,Danny Van Coppenolle,,Toronto,MLB,MLB,11/07/2027,26,USA,6' 0',195 lbs,Right,Right,2.5 Stars,3.5 Stars,42,45,51,48,58,40,49,48,58,60,67,47,44,41,50,45,56,38,51,1,Line Drive,Spray,Spray,1,1,1,15,1,1,1,1,15,1,1,1,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,89-91,3/4,Normal,1,6,1,2,1,5,8,16,1,61,57,48,61,61,74,54,5,5,.200,.200,.800,0.8,.403,1.000,.000,-0.06,0,0.1,0.4,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,20,Willie Vargas,,San Diego,MLB,MLB,09/14/2024,30,NCA,6' 4',210 lbs,Switch,Right,2.5 Stars,2.5 Stars,52,47,45,41,57,59,41,42,39,31,47,44,49,57,47,43,60,68,25,1,Normal,Normal,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,88-90,3/4,Normal,1,1,3,1,1,44,52,50,27,40,11,21,58,50,52,72,140,121,.231,.321,.331,12.0,.292,.652,.283,-1.63,14,-0.1,-1.6,-3.4,0.3,-3.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,23,Keith Webber,,Minnesota,MLB,MLB,03/18/2024,30,USA,6' 1',195 lbs,Left,Right,2.5 Stars,2.5 Stars,46,47,52,33,35,46,41,38,46,23,25,37,48,48,56,35,37,49,83,61,Normal,Spray,Pull,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,87-89,3/4,Normal,1,1,5,2,1,77,71,66,76,42,36,52,63,52,51,43,535,491,.240,.297,.344,52.9,.281,.641,.306,-0.53,50,1.9,-11.9,-1.0,1.3,0.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,22,Carlos Alcantara Jr.,,Los Angeles,MLB,MLB,05/30/2023,31,USA,6' 2',200 lbs,Right,Right,2.5 Stars,2.5 Stars,47,44,50,47,42,51,46,50,55,53,47,56,43,46,49,45,41,50,80,2,Line Drive,Spray,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,90-92,90-92,3/4,Normal,1,3,3,1,4,19,9,35,8,73,66,56,61,29,36,30,169,154,.214,.278,.344,14.9,.269,.622,.268,-0.29,14,0.2,-5.4,-0.0,1.0,1.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,22,Justin Allen,,Toronto,MLB,MLB,03/11/2027,27,USA,5' 9',185 lbs,Right,Right,2.5 Stars,2.5 Stars,43,38,46,49,47,48,42,52,51,72,52,70,37,40,45,45,45,44,21,5,Normal,Pull,Spray,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,OTT,Normal,1,6,59,61,65,22,41,56,16,44,40,52,2,2,7,5,396,364,.214,.260,.363,33.0,.266,.623,.274,-1.26,32,0.6,-14.0,0.0,-1.3,-1.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,27,Jon Aponte,,Miami,MLB,MLB,12/04/2027,26,DOM,6' 2',200 lbs,Switch,Right,2.5 Stars,3.0 Stars,46,48,50,40,47,46,52,54,56,47,51,56,47,45,49,38,46,43,21,15,Normal,Normal,Spray,1,7,1,7,8,1,7,1,7,8,1,7,1,7,8,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,5,1,5,2,34,29,9,9,67,81,45,27,14,1,19,1,1,.000,.000,.000,0.0,.000,.000,.000,-0.05,0,-0.0,-0.3,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,22,Sergio Arenas,,Seattle,MLB,MLB,08/25/2029,25,DOM,6' 2',200 lbs,Right,Right,2.5 Stars,2.5 Stars,50,52,50,46,46,49,61,60,59,65,66,57,49,48,48,42,42,47,49,5,Line Drive,Pull,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,OTT,Normal,1,7,9,14,8,48,32,63,27,64,60,76,53,52,50,47,8,5,.200,.500,.400,1.3,.331,.900,.200,0.00,1,-0.0,0.2,0.0,-0.0,-0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,19,David Baker,,Houston,MLB,MLB,11/05/2028,25,USA,6' 0',190 lbs,Right,Right,2.5 Stars,3.0 Stars,48,49,45,43,51,49,53,58,48,51,66,61,47,46,44,41,48,46,29,1,Normal,Normal,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,3/4,Normal,1,11,1,1,1,45,52,46,30,38,30,36,34,23,32,39,155,135,.252,.342,.385,19.1,.312,.727,.282,-0.67,18,0.3,0.3,0.0,-1.7,-1.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,25,Lupe Bejarano,,Arizona,MLB,MLB,03/23/2027,27,PAN,6' 1',195 lbs,Left,Right,2.5 Stars,2.5 Stars,36,51,32,56,43,13,45,30,27,43,48,7,54,38,33,62,42,14,31,2,Normal,Normal,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,6,2,4,1,51,80,81,96,22,21,61,10,11,12,9,464,427,.197,.259,.337,38.3,.262,.596,.313,-2.60,36,0.3,-17.6,-0.6,-3.4,-4.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,3,Mike Blank,,-,-,-,03/29/2016,38,USA,6' 2',200 lbs,Right,Right,2.5 Stars,2.5 Stars,45,48,46,40,75,42,53,49,50,48,100,45,47,43,45,38,63,41,46,10,Line Drive,Normal,Normal,1,1,1,15,1,1,1,1,15,1,1,1,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,SIDE,Normal,1,1,12,11,7,45,51,65,35,22,13,24,23,16,9,29,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,17,Jose Brito,,Minnesota,MLB,MLB,10/13/2026,27,DOM,6' 5',160 lbs,Left,Right,2.5 Stars,2.5 Stars,46,48,50,39,40,44,43,38,44,30,31,35,50,48,53,42,43,47,55,4,Groundball,Spray,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,89-91,3/4,Normal,1,1,67,68,61,31,9,50,7,36,28,44,30,24,19,26,179,162,.247,.307,.401,20.1,.306,.708,.301,0.07,20,0.9,-0.3,-0.1,0.4,0.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,9,Jason Brown,,Arizona,MLB,MLB,09/06/2029,25,USA,6' 4',205 lbs,Right,Right,2.5 Stars,2.5 Stars,38,49,56,69,52,24,54,42,61,80,57,29,48,37,53,65,50,22,50,3,Line Drive,Pull,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,7,1,1,2,28,29,43,27,43,42,40,36,18,31,10,13,11,.091,.231,.364,0.7,.208,.594,.000,-0.15,0,-0.1,-1.1,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,28,Jesus Calderon,,New York,MLB,MLB,09/05/2025,29,USA,6' 6',200 lbs,Right,Right,2.5 Stars,2.5 Stars,36,46,53,60,56,20,50,39,60,71,63,25,45,34,51,58,53,18,46,10,Line Drive,Normal,Pull,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,SIDE,Normal,1,2,56,68,48,24,17,68,21,36,26,55,14,13,3,36,203,183,.197,.271,.333,17.0,.263,.604,.295,-0.84,16,0.5,-7.3,0.0,-0.0,-0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,14,Cory Cardwell,,Washington,MLB,MLB,12/02/2027,26,USA,6' 3',200 lbs,Right,Right,2.5 Stars,2.5 Stars,48,47,54,48,47,49,54,56,59,56,50,59,45,45,52,46,46,47,20,7,Normal,Pull,Spray,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,88-90,88-90,3/4,Normal,1,1,12,7,10,19,15,45,9,56,61,65,73,45,44,75,101,86,.221,.327,.372,9.7,.309,.699,.262,-0.31,11,0.2,-0.0,-0.7,0.6,-0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,9,Jose Cervantes,,Toronto,MLB,MLB,07/14/2024,30,VEN,6' 2',205 lbs,Right,Right,2.5 Stars,2.5 Stars,46,45,43,49,47,48,48,51,46,58,54,57,45,45,43,47,45,46,22,6,Normal,Spray,Spray,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,3/4,Normal,1,1,1,2,1,54,57,54,27,20,29,30,38,44,46,81,215,195,.200,.274,.354,18.7,.273,.628,.237,-0.92,19,0.1,-6.4,-0.7,0.6,-0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,15,Edwin Colon,,Chicago,MLB,MLB,09/14/2023,31,DOM,6' 4',205 lbs,Right,Right,2.5 Stars,2.5 Stars,44,44,52,47,55,45,48,50,57,57,72,53,43,43,50,45,51,43,53,8,Flyball,Pull,Normal,1,8,1,4,10,1,8,1,4,10,1,8,1,4,10,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,86-88,86-88,SIDE,GB'er,1,4,31,38,33,44,43,79,31,30,33,47,18,16,28,30,300,271,.192,.263,.358,25.7,.271,.621,.241,-0.08,26,-0.1,-11.1,-0.7,-1.1,-1.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,18,Giovanni Dodd,,Toronto,MLB,MLB,07/23/2029,25,USA,6' 2',205 lbs,Right,Right,2.5 Stars,2.5 Stars,48,48,47,41,52,49,51,54,50,46,63,59,47,47,46,39,50,47,48,3,Normal,Normal,Spray,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,3/4,Normal,1,2,55,62,62,18,19,60,5,46,40,49,36,9,4,25,213,186,.194,.296,.253,15.0,.246,.548,.271,-0.54,14,0.1,-11.1,-0.2,0.6,0.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,21,Gabriel Dominguez,,Seattle,MLB,MLB,12/06/2028,25,USA,5' 10',180 lbs,Left,Left,2.5 Stars,3.0 Stars,47,61,58,48,42,37,51,40,49,39,34,27,67,50,62,53,45,39,51,12,Line Drive,Pull,Spray,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,88-90,3/4,Normal,1,1,1,1,2,20,16,60,6,44,55,69,39,50,74,64,9,8,.250,.333,.375,0.7,.312,.708,.400,0.01,1,0.0,0.1,0.0,0.2,0.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,44,Oscar Flores,,Cleveland,MLB,MLB,12/14/2020,33,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,35,30,38,55,55,39,32,38,40,66,60,43,29,33,37,51,53,37,11,9,Flyball,Spray,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,3/4,Normal,1,1,59,61,48,13,8,47,8,37,42,42,31,30,29,54,203,182,.225,.296,.473,26.3,.326,.768,.243,-0.12,26,0.9,2.2,0.0,-1.2,-1.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,20,Jonathan Funk,,Los Angeles,MLB,MLB,03/25/2021,33,USA,6' 0',195 lbs,Right,Right,2.5 Stars,2.5 Stars,43,36,44,42,87,51,39,47,48,50,100,58,35,42,43,39,81,49,44,1,Line Drive,Normal,Spray,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,3/4,Normal,1,1,1,1,2,54,41,57,51,32,25,36,48,49,58,77,157,135,.222,.325,.363,17.3,.306,.688,.258,-0.66,18,0.2,-1.3,0.4,-0.2,0.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,9,Carlos Garcia,,Seattle,MLB,MLB,09/27/2022,31,DOM,5' 11',200 lbs,Right,Right,2.5 Stars,2.5 Stars,48,47,36,49,53,50,51,58,39,64,60,67,45,45,35,46,51,47,12,1,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,88-90,88-90,3/4,GB'er,1,4,36,49,39,34,26,59,35,33,28,56,40,41,38,75,26,22,.227,.308,.364,2.8,.266,.671,.250,-0.16,2,-0.0,-0.8,0.0,0.2,0.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,19,Danny Gonzalez,,Pittsburgh,MLB,MLB,09/28/2028,25,VEN,6' 2',195 lbs,Right,Right,2.5 Stars,3.0 Stars,49,50,52,47,31,49,59,59,62,66,40,57,48,48,50,43,27,48,51,13,Line Drive,Normal,Pull,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,5,6,8,7,64,57,61,56,42,37,35,43,27,19,25,176,162,.259,.295,.364,17.9,.285,.660,.312,-0.38,17,1.0,-3.5,0.0,0.7,0.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
